video_id,video_url,caption,likes,comments,shares,comment_text,timestamp
7482740788594625814,https://www.tiktok.com/@adnrstudio/video/7482740788594625814,🚔💻 When the GTA 6 PC 'leak' requirements hit harder than a 5-star wanted level… 😂🔥,0,0,0,,2025-06-26T16:43:05.185615
7471227012456303918,https://www.tiktok.com/@gtafranchise/video/7471227012456303918,Very credible source from twitter (X) just leaked gameplay from ‘grand theft auto 6’ 🫢😳 ,0,0,0,,2025-06-26T16:43:05.225486
7513185375070850346,https://www.tiktok.com/@nsiowb286/video/7513185375070850346,GTA 6 leaked gameplay screenshots ‼️ ,0,0,0,,2025-06-26T16:43:05.270967
7502942290382507310,https://www.tiktok.com/@rockstargoon/video/7502942290382507310,New GTA 6 LEAKED GAMEPLAY,0,0,0,,2025-06-26T16:43:05.346479
7500728493592857887,https://www.tiktok.com/@back.on.boulevard/video/7500728493592857887,"GTA 6 leaks so far, gta 6 release date and the next gta 6 trailer 2 video. ",0,0,0,,2025-06-26T16:43:05.389338
7472707304765476142,https://www.tiktok.com/@gtafranchise/video/7472707304765476142,Very credible source from Twitter (X) leaked gameplay footage of ‘Grand Theft Auto 6’ 😳 ,0,0,0,,2025-06-26T16:43:05.427440
7497801893771545861,https://www.tiktok.com/@clipsvigta/video/7497801893771545861,GTA 6 GAMEPLAY TRAILER ,0,0,0,,2025-06-26T16:43:30.399258
7503801228585897271,https://www.tiktok.com/@clipsvigta/video/7503801228585897271,GTA 6 GAMEPLAY TRAILER ,0,0,0,,2025-06-26T16:43:30.615889
7515512817760455979,https://www.tiktok.com/@gta6orxmnvm/video/7515512817760455979,GTA 6 leaked! This is new gameplay that just surfaced! ,0,0,0,,2025-06-26T16:43:05.584913
7498435177631337750,https://www.tiktok.com/@pirategaming_1/video/7498435177631337750,Finally GTA 6 Map Leaked 😍 ,0,0,0,,2025-06-26T16:43:05.659549
7511856099373436182,https://www.tiktok.com/@andrewleaks/video/7511856099373436182,LEAKS GTA6 développement ,0,0,0,,2025-06-26T16:43:05.698394
7453895258410126625,https://www.tiktok.com/@gta6_leaks/video/7453895258410126625,All confirmed GTA 6 leaks ,0,0,0,,2025-06-26T16:43:05.737090
7512147156002688278,https://www.tiktok.com/@gtavi_official_countdown/video/7512147156002688278,NEW GTA 6 LEAK FROM TRAILER 3... ,0,0,0,,2025-06-26T16:43:05.777065
7502290480395242807,https://www.tiktok.com/@clipsvigta/video/7502290480395242807,GTA 6 GAMEPLAY TRAILER ,0,0,0,,2025-06-26T16:43:05.813756
7490259525216390422,https://www.tiktok.com/@merryyweather/video/7490259525216390422,GTA 6 Trailer 2 Coming this month!!🤯,0,0,0,,2025-06-26T16:43:05.852938
7502279308551949614,https://www.tiktok.com/@neat_shequila_gaming/video/7502279308551949614,"🚨 GTA 6 LEAK: NEW GAMEPLAY MECHANICS! 🔥 Back in 2022, a massive officially confirmed leak revealed groundbreaking new mechanics in GTA 6: ✅ Full Prone Ability – Go completely flat for stealth and tactical gameplay! 🥷 ✅ Enhanced Crouch System – Improved movement for better cover and combat! 🎯 ✅ More Realistic Gunfights & Sneaking – Total immersion in Vice City! 🌴💥 This is a game-changer for the GTA series! What do you think about these mechanics? Drop your thoughts below! 👇 👉 Follow @gta6unlock for exclusive leaks & updates! . . . ",0,0,0,,2025-06-26T16:43:05.891602
7487564043473947934,https://www.tiktok.com/@jasper_eat/video/7487564043473947934,New GTA 6 Trailer 2 leak ,0,0,0,,2025-06-26T16:43:05.931962
7511861611553017110,https://www.tiktok.com/@andrewleaks/video/7511861611553017110,WATER GTA6 Leaks ,0,0,0,,2025-06-26T16:43:05.970619
7515858004231703838,https://www.tiktok.com/@gta6orxmnvm/video/7515858004231703838,GTA 6 looks insane! This game will change gaming forever!! ,0,0,0,,2025-06-26T16:43:06.010019
7498879539498552607,https://www.tiktok.com/@sixstarslive/video/7498879539498552607,"Alpha Gameplay of gta6! we’ve got the heat! Daily leaks, wild theories & breaking news. Hit follow if you’re ready for the next level!",0,0,0,,2025-06-26T16:43:06.047495
7503764043413343543,https://www.tiktok.com/@clipsvigta/video/7503764043413343543,GTA 6 GAMEPLAY TRAILER ,0,0,0,,2025-06-26T16:43:12.932396
7503567839324917014,https://www.tiktok.com/@leak_rockstar_games/video/7503567839324917014,Leak Gta 6 2021 ,0,0,0,,2025-06-26T16:43:12.968026
7448901960964590854,https://www.tiktok.com/@nigth3ytoficial/video/7448901960964590854,NEW LEAKED!! GTA 6 Lucia look visual,0,0,0,,2025-06-26T16:43:13.039824
7469887047034014998,https://www.tiktok.com/@andrewleaks/video/7469887047034014998,GTA 6 leaks Hurricane water debug (water simulated in real time) ,0,0,0,,2025-06-26T16:43:13.077225
7503591827874876694,https://www.tiktok.com/@forzahorizon5_family/video/7503591827874876694,leaked gta6 loading screen and gameplay ,0,0,0,,2025-06-26T16:43:13.114567
7501335518454549783,https://www.tiktok.com/@irockstargames/video/7501335518454549783,"NEW GTA 6 TRAILER JUST DROPPED, IT LOOKS AMAZING 😍 ",0,0,0,,2025-06-26T16:43:28.962941
7496124961665420566,https://www.tiktok.com/@ttv_deadpoolexe/video/7496124961665420566,Gta6 trailer 2 ,0,0,0,,2025-06-26T16:43:29.040326
7520322142567730446,https://www.tiktok.com/@bluejay.design/video/7520322142567730446,🛑🗿somebody at Rockstar headquarters in Zimbabwe leaked these cutscenes last night ,0,0,0,,2025-06-26T16:43:29.078838
7501348026221366558,https://www.tiktok.com/@gamification24/video/7501348026221366558,"Grand Theft Auto 6 New Trailer. Rockstar Games has just dropped the second official trailer for Grand Theft Auto VI, giving fans an exciting new glimpse into the upcoming open-world epic. Set in the vibrant state of Leonida, featuring the iconic Vice City, the trailer introduces us to dual protagonists Jason Duval and Lucia Camino, hinting at a modern-day Bonnie and Clyde narrative. With stunning visuals, a nostalgic '80s soundtrack featuring ""Hot Together"" by The Pointer Sisters, and a deeper look into the game's storyline, anticipation is higher than ever. Despite a recent delay pushing the release to May 26, 2026, this trailer assures fans that the wait will be worth it. ",0,0,0,,2025-06-26T16:43:29.118809
7305260783775124779,https://www.tiktok.com/@matcrackz/video/7305260783775124779,GTA 6 IS GOING TO BE INSANE 😭 ,0,0,0,,2025-06-26T16:43:29.155314
7519954444662902038,https://www.tiktok.com/@tyrone/video/7519954444662902038,Unique Season 3 gta 6 rp trailer looks cold,0,0,0,,2025-06-26T16:43:29.194938
7417158652794113312,https://www.tiktok.com/@oraefilms/video/7417158652794113312,that one gta 6 edit? ,0,0,0,,2025-06-26T16:43:29.232897
7503640323910913310,https://www.tiktok.com/@dreamviewscenes/video/7503640323910913310,Gta6 is going to be 🔥 ,0,0,0,,2025-06-26T16:43:29.269422
7502091735732981010,https://www.tiktok.com/@gozilla.ae/video/7502091735732981010,Gta 6 Trailer 2 is finally out and the graphics looks insane 🔥 ,0,0,0,,2025-06-26T16:43:29.308541
7309061105735798048,https://www.tiktok.com/@xuan_gta/video/7309061105735798048,GTA 6 Trailer its here ! 🥹 ,0,0,0,,2025-06-26T16:43:29.346692
7519999921257385238,https://www.tiktok.com/@_raizze/video/7519999921257385238,DAY 566… one video a day until the release of gta 6 ,0,0,0,,2025-06-26T16:43:29.384251
7501584983664971030,https://www.tiktok.com/@onlinegam3r/video/7501584983664971030,GTA6 clips ,0,0,0,,2025-06-26T16:43:29.494254
7493576025712889119,https://www.tiktok.com/@igmxdhav.aep/video/7493576025712889119,4k - GTA 6 Edit | ,0,0,0,,2025-06-26T16:43:29.532411
7501422599344246038,https://www.tiktok.com/@lucidaepp/video/7501422599344246038,GTA 6 TRAILER 2 || ,0,0,0,,2025-06-26T16:43:29.569209
7502046025180368134,https://www.tiktok.com/@rolex_.aep/video/7502046025180368134,GTA6😍,0,0,0,,2025-06-26T16:43:29.607121
7501848728928570666,https://www.tiktok.com/@ign/video/7501848728928570666,It’s not Grand Theft Auto without the AUTOS. Here are the vehicles we spotted in the GTA 6 trailer! ,0,0,0,,2025-06-26T16:43:29.677723
7453524210376297760,https://www.tiktok.com/@grandguy/video/7453524210376297760,GTA 6 Official Trailer 2 First Look Mind-Blowing 😎 ,0,0,0,,2025-06-26T16:43:29.711440
7501335002807012631,https://www.tiktok.com/@kully52/video/7501335002807012631,GTA 6 Trailer 2 is finally out! ,0,0,0,,2025-06-26T16:43:29.747878
7438587443034557728,https://www.tiktok.com/@mashod_01/video/7438587443034557728,GTA 6 edit 4k ,0,0,0,,2025-06-26T16:43:29.782985
7505125268810370334,https://www.tiktok.com/@itsjkwan/video/7505125268810370334,Gamers react to the first GTA 6 trailer. ,0,0,0,,2025-06-26T16:43:29.817776
7246471946462924037,https://www.tiktok.com/@gtavihouse/video/7246471946462924037,"GTA 6 TRAILER GRAPHICS , GTA SAN ANDREAS REMASTERED 4K HDR IN UNREAL 5 (GTA6 GRAPHICS) BY 12thHour ",0,0,0,,2025-06-26T16:43:29.853327
7459922101584137494,https://www.tiktok.com/@itstapy/video/7459922101584137494,Dieses Jahr kommt endlich GTA 6 raus 🤯 ,0,0,0,,2025-06-26T16:43:29.890666
7501846768322104582,https://www.tiktok.com/@fxstorm4k/video/7501846768322104582,GTA 6 TRAILER 2 ,0,0,0,,2025-06-26T16:43:29.930390
7490175050717383958,https://www.tiktok.com/@grandguy/video/7490175050717383958,GTA 6 Trailer 2 is here: Exclusive 🤯 ,0,0,0,,2025-06-26T16:43:30.044283
7499604300826463510,https://www.tiktok.com/@grandguy/video/7499604300826463510,GTA 6 Trailer 2 new 🏝️🔥 ,0,0,0,,2025-06-26T16:43:30.081751
7425544898352401697,https://www.tiktok.com/@gta6newstv/video/7425544898352401697,Trailer officeil 2 de GTA 6 🤩 ,0,0,0,,2025-06-26T16:43:30.176080
7501480506337348906,https://www.tiktok.com/@neuworldyt/video/7501480506337348906,"The GTA 6 Trailer looks SO GOOD, that i KNOW that $2B budget is real 😂🔥 ",0,0,0,,2025-06-26T16:43:30.214637
7502245166024019255,https://www.tiktok.com/@clipsvigta/video/7502245166024019255,GTA 6 GAMEPLAY TRAILER ,0,0,0,,2025-06-26T16:43:30.252794
7503332952349117702,https://www.tiktok.com/@clipsvigta/video/7503332952349117702,GTA 6 GAMEPLAY TRAILER ,0,0,0,,2025-06-26T16:43:30.289625
7501331902016556310,https://www.tiktok.com/@behixve/video/7501331902016556310,GTA 6 trailer 2 is OUT NOW!!!! ,0,0,0,,2025-06-26T16:43:30.361516
7501362299593067806,https://www.tiktok.com/@fortl3gends/video/7501362299593067806,Fortnite Graphics ❌ GTA 6 ✅ Wait too long ngl… ,0,0,0,,2025-06-26T16:43:30.469814
7502446887899827462,https://www.tiktok.com/@edited_by_1lic/video/7502446887899827462,| GTA 6 TRAILERRR | ,0,0,0,,2025-06-26T16:43:30.509227
7503264105340456247,https://www.tiktok.com/@clipsvigta/video/7503264105340456247,GTA 6 GAMEPLAY TRAILER ,0,0,0,,2025-06-26T16:43:30.580044
7504274311457377542,https://www.tiktok.com/@clipsvigta/video/7504274311457377542,GTA 6 GAMEPLAY TRAILER ,0,0,0,,2025-06-26T16:43:30.652462
7501447462054284590,https://www.tiktok.com/@zookclothing/video/7501447462054284590,GTA 6 Trailer Reaction! ,0,0,0,,2025-06-26T16:43:30.689274
7309483968578030853,https://www.tiktok.com/@inquisitordm/video/7309483968578030853,Official trailer for GTA 6 Rockstar Games is out GTAVI 2025... ,0,0,0,,2025-06-26T16:43:30.726468
7453408480657968390,https://www.tiktok.com/@twenty2official/video/7453408480657968390,GTA 6 - Trailer 2 🤯 ,0,0,0,,2025-06-26T16:43:30.800086
7502908369422798110,https://www.tiktok.com/@cyn_n_al/video/7502908369422798110,Lucia the woman that you are... @Rockstar Games . . . ,0,0,0,,2025-06-26T16:43:30.837068
7501350505478737182,https://www.tiktok.com/@kanyedarktwistedfantasy/video/7501350505478737182,This caught me by surprise 😂 W GTA 6🔥💯 ,0,0,0,,2025-06-26T16:43:30.872369
6990074740417301765,https://www.tiktok.com/@gaming/video/6990074740417301765,GTA 6 Trailer🤯🤩,0,0,0,,2025-06-26T16:43:30.909986
7501364843207806238,https://www.tiktok.com/@ashrollingstone/video/7501364843207806238,"FULL GTA 6 trailer, how’s it looking ? ",0,0,0,,2025-06-26T16:43:30.946988
7449531206741331206,https://www.tiktok.com/@gamesatuaisnews/video/7449531206741331206,GTA 6 trailer 2 - lucia em fuga gameplay feita por fã #jogos #ps5 #xbox #setupgaming #pcgamer ,0,0,0,,2025-06-26T16:43:30.983804
7501811376466283831,https://www.tiktok.com/@clipsvigta/video/7501811376466283831,GTA 6 GAMEPLAY TRAILER ,0,0,0,,2025-06-26T16:43:31.020511
7501340013993446686,https://www.tiktok.com/@supes/video/7501340013993446686,GTA 6 STORY TRAILER!!! ,0,0,0,,2025-06-26T16:43:31.057509
7496614131282251039,https://www.tiktok.com/@saveon02yt/video/7496614131282251039,GTA 6 Trailer 1 Reaction I never uploaded here 😂 ,0,0,0,,2025-06-26T16:43:31.125085
7494495141412015403,https://www.tiktok.com/@neat_shequila_gaming/video/7494495141412015403,"🚨 GTA 6 Trailer 2 Release Date? 🎬🔥 Leakers suggest GTA 6 Trailer 2 could drop in early April! 📆🚀 Rockstar’s marketing patterns hint at a massive reveal soon! 🤯 GTA 6 is shaping up to be the most insane game ever—next-gen graphics, a huge open world, and the most immersive GTA experience yet! 🎮🔥 But why wait for GTA 6 when you can EXPERIENCE IT NOW? 🚀 ✅ Join the most immersive GTA 6 Roleplay! 🔥 Next-gen RP with real businesses, social interactions & gang wars! 💰 LIMITED SPOTS – 70% OFF! Only $6.99/month! 📲 Pre-register now – Link in Bio! Or comment ""GTA 6"" to join! 💬 What do you expect in Trailer 2? Let us know in the comments! 👇 👉 Follow for more GTA 6 updates & RP content! . . . ",0,0,0,,2025-06-26T16:43:31.162743
7501457630037150998,https://www.tiktok.com/@inspiringimarah/video/7501457630037150998,How are we going to focus on the storyline??🌚 | GTA 6 | ,0,0,0,,2025-06-26T16:43:31.234960
7501489779666652447,https://www.tiktok.com/@act6424/video/7501489779666652447,2nd GTA6 Full Trailer! ,0,0,0,,2025-06-26T16:43:31.272319
